index,Dependent,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
47752,0,0.172641368,49,0,0.101986402,7500,3,0,0,0,2
47755,0,0.464348896,92,0,0.312315852,3393,2,0,1,0,0
47821,0,0.062051725,72,0,0.01219756,5000,4,0,0,0,0
47825,0,0.9999999,72,0,0.007490637,800,1,0,0,0,0
47853,0,0.538303661,52,0,0.229573763,8750,7,0,2,0,2
47867,0,0.052858266,53,1,3.307432432,887,11,0,3,0,0
47901,0,0.003295556,62,0,0.212052074,7450,15,0,2,0,0
47902,0,0.014006834,25,0,0.005999333,9000,20,0,0,0,0
47929,0,0.88011988,30,2,0.080589939,3796,5,0,0,0,1
47936,0,0,64,0,0.185341687,6862,6,0,1,0,0
48012,0,0.35125907,39,0,0.352138308,2197,7,0,0,0,0
48018,0,0.005167917,78,0,0.000761832,10500,8,0,0,0,0
48032,0,0.019275624,71,1,0.398634368,6150,27,0,1,0,1
48036,0,0.443951605,43,0,0.457095019,7166,11,0,2,1,1
48049,0,0.171525253,67,0,0.505956027,14690,23,0,5,0,1
48053,0,0.056170604,64,0,0.19145619,6413,9,0,1,0,0
48085,0,0.433559587,51,0,0.259958333,23999,13,0,2,0,2
48090,0,0.040940038,63,0,0.155238912,9333,15,0,1,0,0
48092,0,0.05752001,53,0,0.004430281,12865,6,0,0,0,2
48107,0,0.555725834,34,1,0.50259896,2500,10,0,1,0,0
48115,1,0.857544535,56,0,1.21695245,8222,14,0,3,0,2
48118,0,0.579795432,51,0,1.007425743,807,7,0,0,0,2
48124,0,0.02919927,73,0,0.005443235,6429,4,0,0,0,0
48146,0,0.435294387,36,0,0.201035172,8500,9,0,0,0,0
48182,1,0.836938738,40,5,0.149403641,4778,10,5,0,5,0
48183,0,0.023772706,90,0,0.009486607,3583,2,0,0,0,1
48202,0,0.195182925,39,1,0.169973442,6400,7,0,1,0,4
48220,1,0.857349322,36,1,0.776011561,2075,9,0,0,0,2
48226,1,0,39,2,0.047596383,2100,4,2,0,0,0
48227,0,0.161412731,59,0,0.35648064,5500,9,0,1,0,1
48233,0,0.054513252,56,0,0.301422695,11667,9,0,2,0,1
48234,0,0.9999999,42,1,0.004877369,7175,4,0,0,0,3
48240,0,0.962006332,36,1,0.477630592,4000,8,0,1,0,0
48249,0,0.067597296,77,0,0.004761451,10500,4,0,0,0,0
48264,0,0.469135802,23,0,0.091938998,2294,2,0,0,0,1
48283,0,0.9999999,65,0,293,0,1,0,0,0,0
48298,0,0.03022461,64,0,0.318736253,5000,19,0,2,0,0
48303,0,0.039753062,61,0,0.085336538,6655,7,0,2,0,0
48332,0,0.393783635,61,0,0.254594449,18554,16,0,0,0,0
48351,0,0.494721176,41,0,0.311084446,6666,7,0,1,0,1
48354,0,0.052738205,67,0,0.008314048,11666,3,0,0,0,0
48389,0,0.082861143,36,1,0.064527142,2928,2,0,0,0,1
48402,0,0.091413191,65,0,0.414482572,3700,18,0,1,0,1
48437,0,0.096086434,65,0,0.189769498,9500,21,0,1,0,0
48444,0,0.043641303,66,0,0.023217666,7924,10,0,0,0,0
48446,1,0.718657382,55,0,0.705937354,12833,9,0,2,0,0
48459,0,2159,73,0,0.217812644,2166,3,0,0,0,0
48476,0,0,43,0,0.272497,7500,6,0,2,0,0
48531,0,0.030165661,73,0,0.022279349,1166,2,0,0,0,0
48535,1,0.411958767,46,0,0.888121876,4200,29,0,1,0,0
48538,0,0.291800145,46,0,0.368048323,4800,7,0,0,0,0
48559,0,0.474473657,31,0,0.610062893,2225,5,0,0,0,1
48574,0,0.265338773,37,2,334,1,12,0,0,0,0
48654,0,0.471787058,43,0,0.957907045,3420,9,0,2,0,1
48665,0,0.088543822,56,0,0.317705963,4393,13,0,1,0,0
48694,0,0,56,0,0.240664299,10416,5,0,2,0,0
48698,0,0.036049099,56,0,0.047348792,6166,8,0,0,0,0
48708,0,0.559891988,31,0,0.445982498,6284,10,0,2,0,2
48720,0,0.091892365,60,0,0.491431539,5776,7,0,2,0,1
48723,0,0.143764844,58,0,1.075431687,3300,11,0,3,0,0
48748,0,0.039566796,60,0,0.655970542,1900,12,0,1,0,1
48752,0,0.256296481,46,0,0.05449712,2256,4,0,0,0,0
48789,0,0.927523429,51,0,3696,0,14,0,1,0,0
48791,0,0.017224695,70,0,0.001262892,4750,6,0,0,0,0
48806,0,0.898023966,31,7,0.484587615,3600,14,0,2,0,0
48811,0,0,39,0,0.386055375,8920,11,0,4,0,3
48845,0,0,50,0,0.269655621,6155,8,0,2,0,0
48854,0,0.9999999,29,0,0.117952819,2500,2,0,0,0,0
48885,0,0.405952791,34,0,0.702061212,1600,5,0,0,0,0
48904,0,0.246240637,54,0,1.040989753,4000,10,0,1,0,1
48913,0,0.088463938,52,0,0.510354171,5166,8,0,1,0,0
48940,0,0.884905755,66,0,0.710209856,4240,9,0,2,0,2
48967,0,0.189811658,49,0,0.384282874,11566,41,0,2,0,2
48995,0,0,61,0,839,0,5,0,1,0,0
49001,0,0.332051381,33,0,0.394926294,8750,15,0,1,0,1
49007,0,0.056520366,28,0,0.002357448,6786,5,0,0,0,1
49013,1,0.761421792,35,0,0.326390335,4800,8,0,1,1,1
49024,0,0.779881341,50,0,0.439894912,15605,13,0,2,0,1
49044,0,0.853058112,64,2,0.405792514,12636,29,0,2,0,1
49058,0,0.314665413,62,0,0.398746322,7816,9,0,1,0,0
49098,0,0.434144535,49,0,0.620475905,5000,9,0,2,0,0
49101,0,0.020379857,34,0,0.339871284,3262,9,0,0,0,0
49102,0,0.101921775,35,0,0.165259884,2250,4,0,0,0,0
49113,0,0.034999607,61,0,0.007869352,11817,7,0,0,0,0
49122,0,0.721588338,59,0,0.317933131,4934,10,0,0,0,1
49131,0,0.016870058,64,0,0.115634598,14000,6,0,1,0,1
49153,0,0.005656981,36,0,1.06357457,2500,8,0,1,0,0
49155,0,0.07415066,70,0,0.369909778,4100,12,0,1,0,1
49158,0,0.912919343,38,0,0.078426863,4347,8,0,0,0,0
49162,0,0.06808472,42,0,0.082928981,6800,7,0,0,0,0
49164,0,0.806441611,46,0,1.380585516,1946,21,0,2,0,0
49174,0,0.738699281,61,4,0.457327693,4018,12,0,1,2,0
49194,0,0.884954826,53,1,0.851584146,8300,14,1,2,0,3
49206,0,0.343276394,34,0,0.557103064,4666,13,0,2,0,1
49239,0,0,77,0,0.002796768,3217,5,0,0,0,0
49242,0,0.460783701,50,0,0.226864506,10243,7,0,2,0,1
49257,0,0.36903157,37,0,0.671133801,4700,8,0,2,0,0
49261,0,0.898388717,40,0,0.205139232,9300,11,0,0,0,0
49268,0,0.084057246,32,0,0.42176259,6671,9,0,2,0,2
49337,0,0.771796945,49,0,0.459127044,13333,14,0,2,0,3
49349,0,0.022284881,56,0,0.243220808,10841,8,0,2,0,0
49460,0,0.621359619,53,0,0.761839709,6587,8,0,1,0,2
49477,0,0,30,0,0.127236581,1508,4,0,0,0,0
49479,0,1.201383551,46,3,0.046359422,7333,5,2,0,0,2
49496,0,0.9999999,60,0,0.21392869,3000,4,0,0,0,0
49511,0,0.061620078,42,0,0.325142857,3499,3,0,1,0,2
49525,0,0.899546564,26,0,0.642946317,800,4,0,0,0,0
49536,0,0.031337293,70,0,0.467177607,3000,12,0,1,0,0
49538,0,0.047909653,53,1,0.330711837,4958,15,0,3,0,0
49593,0,0.019963681,43,0,0.499357235,7000,9,0,2,0,2
49610,0,0.149407228,74,1,0.593806374,3325,9,0,2,0,2
49612,0,0.743280507,64,0,0.475812381,6800,7,0,1,0,1
49617,1,1.22713507,31,4,0.160144689,3040,8,0,0,0,2
49623,0,0.011608973,69,0,0.083242773,4600,4,0,0,0,0
49632,0,0.363660422,71,0,0.257710182,7100,15,0,1,0,0
49659,1,0.9999999,39,0,0,5200,0,2,0,0,1
49665,0,0.085978505,24,0,0.012180268,820,1,0,0,0,0
49670,0,0.042225386,69,0,0.338932693,8750,23,0,2,0,0
49674,0,0.075536814,62,0,0.087032528,16016,6,0,1,0,0
49682,1,0.933554817,32,0,0.084878331,3451,5,0,0,0,2
49686,0,0,50,1,0.517290049,5667,14,0,1,0,1
49734,0,0.013599698,81,0,0.004443457,4500,3,0,0,0,0
49745,0,0.719895578,56,0,0.615127389,6279,13,0,1,0,1
49751,0,0.500407941,39,0,0.223911685,4800,8,0,1,0,1
49778,0,0.9999999,60,0,1.322735453,5000,5,0,1,0,0
49782,0,0.999801941,26,0,0.225109956,2500,3,0,0,0,2
49784,0,0.000636116,47,0,0.374567704,7517,10,0,2,0,0
49790,0,0.241225292,36,0,0.376148148,6749,5,0,1,0,1
49798,0,0.089735313,58,0,0.340979268,6800,17,0,1,0,2
49805,0,0.505825074,61,0,0.323635273,3333,5,0,1,1,0
49851,0,0.9999999,48,0,0.312947015,6850,5,0,1,0,3
49865,0,0.007304508,71,0,0.368806932,4500,19,0,0,0,0
49876,0,0.9999999,70,0,0.01721266,1800,3,0,0,0,0
49880,0,0,41,0,0.884318766,3500,4,0,2,0,0
49908,0,0.260168496,46,0,0.180191972,4583,5,0,0,0,0
49932,0,0,22,0,0,820,2,0,0,0,0
49944,0,0.050286642,41,1,0.451849384,3000,5,0,1,0,0
49952,0,0.798164767,84,1,0.278633903,2400,11,0,0,0,0
49997,0,0.019667171,55,0,0.299394051,10891,6,0,2,0,3
50001,0,0.004868101,42,0,0.419144114,7500,7,0,2,0,2
50027,1,0.397057615,50,2,0.227150175,7417,10,0,0,1,2
50035,0,0.507187001,36,2,0.386280647,3833,3,0,1,1,0
50046,0,0.060529298,62,0,0.424306436,7100,8,0,4,0,1
50063,0,0.06159824,55,0,4.968015992,2000,9,0,4,0,0
50077,0,0.034314481,62,0,0.380943706,16466,11,0,3,0,0
50081,0,0.024072915,52,0,0.279991047,4467,14,0,2,0,0
50101,0,0.109804681,35,0,2.376410256,974,7,0,1,0,3
50110,0,0.311867893,59,0,0.759406142,4916,17,0,1,0,0
50130,0,0.214780191,58,0,0.045296167,5739,4,0,0,0,0
50142,0,0.470394303,73,0,0.369977539,8013,9,0,1,0,1
50184,0,0,55,0,0.11327504,10063,8,0,1,0,0
50203,0,0.024931744,62,0,0.237636318,3942,9,0,1,0,0
50214,0,0,51,0,2.751400259,2320,12,0,4,0,1
50227,0,0.894614555,37,0,0.1535418,7834,6,0,0,2,3
50232,0,0.083455119,32,0,0.284571809,3000,7,0,0,0,0
50235,0,0.43649664,58,0,0.418256258,10746,11,0,3,0,0
50254,0,0.135674573,49,0,0.639204545,3167,5,0,2,0,0
50262,0,0.10150481,56,2,0.582783443,6667,13,1,2,0,0
50277,0,0.02650181,59,0,0.095588662,17250,10,0,1,0,1
50314,0,0.16968534,53,0,0.242177053,7477,12,0,2,0,1
50316,0,0.217053005,58,0,1.982008996,2000,16,0,4,0,0
50378,0,0.552680915,26,0,0.048870789,2700,3,0,0,0,0
50395,0,0.34801395,46,0,0.736352729,3333,9,0,0,0,2
50408,0,0.252250325,62,0,0.341628708,9000,5,0,1,0,0
50421,0,0.424461768,73,0,0.487354624,10833,15,0,2,0,0
50429,0,0.156035441,51,0,0.542246618,5100,9,0,1,0,5
50433,0,0.752427341,42,0,0.248260139,8333,6,0,1,0,2
50443,0,0.089188916,36,0,0.016246615,4800,4,0,0,0,0
50471,0,0.95530447,43,0,0.258699304,4166,3,0,0,0,1
50499,0,0.077830739,57,0,0.505415508,10432,12,0,2,0,0
50558,0,0.322103079,47,0,0.108641683,8458,13,0,0,0,0
50560,0,0.149576408,29,0,0.48399418,5497,12,0,1,0,0
50576,0,0.214797534,32,0,0.681579605,4000,4,0,2,0,0
50578,0,0,28,0,0.04070507,5502,3,1,0,0,0
50639,0,0.015208887,48,0,0.581143972,6660,13,0,3,0,3
50671,0,0.275975068,62,0,0.199981483,10800,9,0,2,0,0
50688,0,0.130891292,66,0,0.008339438,17746,3,0,0,0,0
50690,0,0.479517677,52,0,0.481413593,13638,10,0,3,0,0
50697,0,0.385023465,24,0,0.020483546,2977,3,0,0,0,2
50711,0,0.59233062,35,0,0.569714743,3750,7,0,0,0,3
50738,0,0.063186184,30,0,0.064239829,1400,4,0,0,0,0
50743,0,0.016110664,63,0,0.003776938,4500,8,0,0,0,0
50788,0,0.031691089,64,0,1.357088704,1318,7,0,1,0,0
50790,0,0.16298021,66,0,0.402865711,3000,7,0,2,0,1
50858,0,0.222615724,55,0,0.103090363,21291,6,0,1,0,1
50871,0,0.155271459,49,0,0.335524304,6541,15,0,2,0,3
50880,0,0.201084594,47,0,1.183751363,1833,19,0,1,0,0
50899,0,0.768153981,62,0,0.110428191,4880,3,0,0,0,2
50910,0,0.128727099,60,0,0.351149007,9616,10,0,2,0,0
50916,0,0.161586608,36,0,0.274058075,12500,4,0,1,0,1
50930,0,0.002726339,66,0,0.215623852,8166,21,0,1,0,0
50948,0,0.247913542,52,0,0.354091611,3885,7,0,1,0,0
50957,0,0.055869314,43,0,0.179404901,6855,14,0,0,0,1
50968,0,0,33,1,0.158164573,3900,12,0,0,0,1
50985,0,0.556459139,32,0,1.006015282,6150,5,0,2,0,0
50990,0,0.252455254,48,0,0.420390791,10337,8,0,2,0,4
50992,1,0.9999999,58,1,0.483589088,4691,6,2,1,3,0
50997,0,0.536485496,33,0,0.861530961,2050,10,0,0,0,1
51000,1,0,88,5,0,9500,9,1,0,1,0
51002,0,0.211596135,40,0,0.117951669,3475,4,0,0,0,0
51005,0,0.9999999,22,0,0.119960013,3000,1,1,0,0,0
51036,0,0.433710859,23,0,0.00999474,1900,1,0,0,0,0
51079,0,0.070844687,49,1,0.524319066,3083,2,1,1,0,0
51107,0,0.200304902,51,1,0.382897256,4700,7,0,1,0,0
51123,0,0,45,0,0,1666,3,0,0,0,0
51146,0,0.115251588,52,0,0.333148148,5399,11,0,1,0,1
51148,0,0.663374648,26,0,0.299104353,4800,5,0,0,0,0
51158,0,0.09163187,58,0,0.164751605,5917,12,0,1,1,0
51187,0,0.071331069,65,0,0.255922251,4938,13,0,0,0,0
51190,0,0.004951918,52,0,0.149805327,16180,4,0,1,0,4
51204,0,0.214213177,57,0,0.275995126,9847,5,0,1,0,1
51211,0,0.355857773,53,0,0.511008919,7175,13,0,1,0,3
51218,0,0.159433623,46,0,0.634341415,4000,5,0,1,0,0
51236,0,0.068438888,68,0,0.091653028,2443,16,0,0,0,0
51245,0,0.379060591,48,0,1.016068559,1866,4,1,1,0,0
51262,0,0.041127927,57,0,3.273736813,1800,12,0,2,0,2
51268,0,0.402023919,40,0,0.588074895,5500,5,0,1,0,0
51279,0,0.035286343,72,0,0.073541609,7233,6,0,0,0,1
51284,0,0.019396121,31,0,0.538645181,3350,6,0,2,0,0
51285,1,0.256344388,72,2,0.463579354,2072,13,0,2,0,0
51298,0,0.112687793,66,0,0.049320181,3750,8,0,0,0,0
51303,0,0.001995226,93,0,0.000590388,8468,3,0,0,0,0
51307,0,0.043643688,47,0,0.087530102,9550,3,0,0,0,0
51318,0,0.235779277,51,0,0.282998944,10416,12,0,2,0,1
51325,0,0.117906498,41,0,0.67807294,2220,4,0,1,0,1
51333,0,0.962297554,49,0,0.351385945,25000,8,0,2,0,2
51345,0,0.018017168,36,0,0.442282058,3750,4,0,1,0,1
51356,0,0.295373934,57,1,0.062665274,45000,17,0,1,0,3
51374,0,0,35,0,0,3770,1,0,0,0,1
51394,0,0.052412897,61,0,0.188881823,26730,13,0,3,0,0
51396,0,0.006866514,50,0,0.312514042,4450,4,0,1,0,0
51414,0,0.001034126,61,0,0.574125486,1800,9,0,0,0,0
51449,0,0.304881374,50,0,0.119923095,4160,3,0,0,0,0
51459,0,0.073960816,49,0,0.604059609,7783,28,0,2,0,4
51470,0,0.01879052,70,0,1.348669373,2216,9,0,1,0,0
51479,1,0.9999999,32,0,0.146370726,5000,2,2,0,0,0
51485,0,0.081699271,62,0,44.8596882,2244,11,0,0,0,0
51492,0,0,66,0,0.281815725,3700,5,0,1,0,0
51502,0,0.071108477,33,0,0.148988052,4100,9,0,0,0,2
51519,0,0.004415732,54,0,0.297800338,6500,13,0,1,0,0
51524,0,0.037995251,70,0,0.282232012,3404,3,0,1,0,0
51547,0,0.130450231,51,0,0.477931724,7000,26,0,4,0,3
51574,0,0.042421598,41,0,0.260855983,3200,14,0,1,0,1
51629,0,0,42,0,0.216590815,4833,4,0,1,0,0
51645,0,0.019263998,69,1,0.318007663,4436,14,0,1,0,0
51649,0,0,30,0,0.826102048,2880,7,0,1,0,1
51670,0,0.223795661,70,1,0.497350265,10000,18,0,2,0,0
51676,0,0.254401202,52,1,0.218390294,22500,11,0,5,0,1
51685,0,0.149029287,39,0,0.47700184,12500,8,0,2,0,0
51703,0,0.794055905,44,0,0.390053632,2050,5,0,0,0,2
51735,0,0.000221807,66,0,8,0,12,0,0,0,0
51768,1,0.600156591,40,0,0.687468797,6008,11,0,2,0,0
51776,1,0.194447712,31,1,0.01774308,2817,2,1,0,3,0
51785,0,0.252710853,52,0,4.270663034,1100,11,0,2,0,2
51790,0,0.825199342,28,0,1.228265348,2426,17,0,1,0,0
51796,0,0.084363974,42,0,136,0,7,0,0,0,2
51804,0,0,67,0,0.25934813,5000,6,0,1,0,0
51835,0,0.132986088,55,0,0.741876846,4400,11,0,4,0,0
51839,0,0.017032661,54,3,0.501498501,1000,14,0,0,0,2
51859,0,0.008086253,66,0,0.274342836,2700,8,0,0,0,0
51866,0,0.11637612,40,0,0.798733755,3000,10,0,1,0,1
51937,0,0.049546847,54,0,0.267192534,9000,14,0,1,0,2
51956,0,0.236731598,63,0,0.410260126,13800,18,0,2,0,2
51972,0,0.003895236,60,0,0.378512397,3024,13,0,1,0,0
51974,0,0.401550221,45,0,0.384384635,12000,9,0,2,0,4
51989,0,0.19682157,43,1,0.147852148,1000,3,0,0,0,4
51996,0,0.110992749,30,0,0.04772697,7500,8,0,0,1,0
52008,0,0.858283433,62,0,0.007652174,2874,3,0,0,0,0
52014,1,0.927338783,25,0,0.201170117,2221,5,1,0,0,0
52036,0,0,23,0,0,1950,2,0,0,0,0
52056,0,0.151294957,57,0,0.487070115,3750,5,0,1,0,2
52072,0,0.604977426,58,0,0.493350665,10000,15,0,2,0,0
52078,0,0.020104861,85,0,615,0,6,0,1,0,0
52092,0,0.294050177,51,0,546,0,5,0,0,0,0
52112,0,0.239572032,53,0,0.193625287,11325,15,0,1,0,3
52125,0,0.038803293,75,0,44,0,11,0,0,0,0
52132,0,0.025696752,66,0,0.153299267,4500,18,0,0,0,0
52141,0,0.48161448,34,0,0.677074198,5700,18,0,2,0,2
52144,0,0.024650233,23,0,0.000364166,2745,2,0,0,0,0
52151,0,0.902309769,32,0,1.138346932,2818,5,0,2,0,2
52170,0,0.134836175,47,1,0.200212912,13150,12,1,1,0,1
52181,0,0.169218067,35,0,0.249360068,4687,10,0,1,0,0
52193,0,0.004165799,33,0,200,0,7,0,0,0,2
52212,0,0.125485275,36,0,572,0,4,0,0,0,0
52247,0,0.083679434,46,0,0.545526902,6281,7,0,1,0,2
52268,0,0.160768309,61,0,0.234912239,12476,13,0,3,0,2
52284,0,0.453757707,31,0,0.658355795,2967,3,0,1,0,1
52361,0,0.07714102,80,0,0.160088257,8157,10,0,1,0,0
52379,0,0.431883596,62,0,0.367107894,10500,9,0,1,0,2
52402,0,0.134834607,51,0,0.194401244,4500,13,0,0,0,0
52416,0,0.407659473,51,0,0.097403645,6200,5,0,0,0,0
52432,0,0.119102919,50,0,0.24010132,7500,10,0,1,0,0
52459,0,0.799493401,41,2,0.627131935,5100,10,0,1,0,2
52481,0,0.002231031,50,0,0.00239936,3750,11,0,0,0,0
52488,1,1.286068717,45,2,0.297283786,6000,12,0,0,0,1
52499,0,0.582609275,59,0,0.393430328,6666,6,0,1,0,0
52502,0,0.88752597,60,3,0.404559544,10000,9,0,1,0,0
52541,0,0.38308723,63,0,0.434203189,17933,9,0,2,0,0
52544,1,0.9999999,29,0,0.006870706,1600,2,0,0,0,0
52553,0,0.088193331,44,0,0.301793264,6858,8,0,1,0,3
52558,0,0.038118475,65,0,0.459914831,5400,6,0,1,0,0
52565,0,0.005467896,29,0,0.362683023,5053,8,0,1,0,0
52609,1,0.475600657,27,0,0.231441048,2289,2,0,0,0,0
52631,0,0.323548567,45,0,0.344757149,4405,12,0,0,0,1
52643,0,0.223324636,56,0,0.374840194,15643,17,0,3,0,0
52657,0,0.529633399,65,1,1.400897532,1336,9,0,1,0,1
52658,0,0.975219546,47,0,0.151248681,5685,8,0,0,0,0
52669,0,0.051526796,49,0,0.152730909,8000,3,0,1,0,2
52678,0,0.00209979,61,1,0.093692267,11366,6,0,1,0,0
52688,0,0.066526216,55,0,0.267395114,9700,7,0,2,0,1
52726,0,0.9999999,48,0,0.59327813,8211,12,0,2,0,0
52736,0,0.055036329,54,0,0.572415626,7525,18,0,3,0,1
52742,0,0.157671058,54,0,0.060744557,12033,7,0,0,0,1
52747,0,0.139093309,36,1,1.093322921,2560,11,0,1,0,0
52751,0,0.658670665,36,0,0.098885464,4216,3,0,0,0,2
52760,0,0.010874806,73,0,2.821505376,929,14,0,2,0,0
52764,0,0.120026553,68,0,0.354390006,11286,6,0,2,0,0
52770,0,0.563255559,69,0,4.665669581,4345,7,0,0,0,0
52771,1,0.9999999,56,1,0.176040495,5333,3,3,1,3,1
52789,1,0.948864448,42,0,0.966375252,4460,4,3,2,3,4
52791,1,0.911813644,29,1,0.163579168,2860,5,1,0,1,1
52794,0,0.943650736,41,0,0.797744361,5319,11,1,1,0,0
52800,0,0.074931906,36,0,0.360276108,4490,9,0,2,0,0
52814,0,0.00966228,66,0,0.478612415,3833,6,0,1,0,0
52822,1,0.002992763,39,0,0.470272278,35000,16,0,5,0,1
52823,1,0.319969871,34,2,1.353671148,2900,13,1,1,0,0
52835,0,0,42,0,0.539134662,2056,5,0,0,0,3
52843,0,0.028331984,60,0,0.355845746,4900,5,0,2,0,0
52844,0,0.015010107,79,0,0.003332223,3000,6,0,0,0,0
52855,0,0.16479176,57,0,0.016208394,6909,2,0,0,0,0
52901,0,0.407720852,61,0,0.268606976,4500,9,0,0,0,1
52908,0,0.9999999,57,0,0.331577742,13100,9,0,2,0,1
52909,0,0.04979111,33,0,0.164766024,2542,5,0,0,0,1
52911,0,0.20665391,76,0,0.730453409,2800,8,0,0,0,0
52941,0,0.968063872,35,1,0.497889358,4500,9,0,2,0,1
52957,0,0.503881665,33,0,0.362677034,3600,11,0,2,0,0
52999,0,0.665621969,34,1,0.24815037,5000,6,0,1,0,0
53002,0,0,31,0,1.184191955,2833,15,0,2,0,0
53015,0,0,73,0,0,5200,1,0,0,0,1
53017,1,0.9999999,39,0,0.000608871,21350,0,1,0,0,2
53062,0,0.013874982,70,0,0.09692029,3311,14,0,0,0,0
53063,0,0.218468755,56,0,0.223092684,8296,6,0,2,0,0
53079,0,0.29349362,44,0,0.098020078,7171,5,0,0,0,2
53080,1,0.9999999,68,0,0,11500,0,2,0,1,1
53085,1,0.540641678,39,0,0.474250141,5300,14,0,1,0,2
53099,0,0.022936981,56,1,0.143985953,6833,28,0,1,0,1
53121,0,0.615455754,49,0,0.55654299,4500,5,0,1,2,1
53156,0,0.011895795,58,0,0.005197921,2500,6,0,0,0,0
53157,0,0.28800907,58,0,0.784161953,3358,13,0,1,0,0
53160,0,0.096747581,63,0,0.025025137,8950,9,0,1,0,0
53192,1,0.030975453,67,0,45,0,8,0,0,0,0
53234,0,0.172624755,68,0,0.356835637,6509,11,0,2,0,2
53254,0,0.97580242,52,0,0.303792251,2425,6,0,0,0,0
53261,0,0.005804541,84,0,0.009998,5000,40,0,0,0,0
53262,1,0.9999999,51,1,0.158409242,4500,3,0,0,0,3
53269,1,0.883100296,42,3,0.46178887,6450,7,1,1,1,0
53279,0,0.147220581,50,0,0.560725237,7500,4,0,1,0,2
53291,0,0.9999999,74,0,0,4720,3,0,0,0,0
53330,0,0.853265398,37,1,0.195961809,6388,3,0,0,0,3
53352,0,0.756949933,60,0,0.4223533,9832,12,0,2,0,1
53358,0,0,56,0,0.234362502,6250,3,0,2,0,0
53365,0,0.159853254,63,0,0.268056303,13000,19,0,2,0,0
53372,0,0.108616635,61,0,0.156726918,9238,7,0,1,0,0
53389,0,0.107127808,47,0,0.288493086,8533,13,0,3,0,4
53404,0,0.590930341,30,2,0.197131058,4600,7,0,0,0,3
53417,0,0.028733209,54,0,0.125218914,1141,6,0,0,0,2
53440,0,0.008791846,53,0,0.461938842,3073,6,1,1,0,4
53444,0,0.467414125,44,0,0.340714174,6412,5,0,1,0,0
53448,0,0.046052997,56,1,0.227383863,2862,6,0,0,0,1
53450,0,0.129338309,53,0,0.112155162,8300,5,0,1,0,2
53466,0,0,72,0,0.000476145,10500,7,0,0,0,0
53476,0,0.079092949,56,0,0.826639112,30000,9,0,5,0,0
53488,0,0.031606531,56,0,0.015744769,4826,18,0,0,0,0
53509,0,0.280652517,39,6,0.257963148,7000,18,1,1,0,0
53550,0,0.9999999,42,0,0.073077839,4200,1,0,0,0,1
53556,0,0.021158483,79,0,0.119584395,5100,8,0,1,0,0
53604,1,0.9999999,21,98,0,1300,0,98,0,98,0
53630,0,0,48,0,0.252342558,4588,11,0,1,0,2
53638,0,0.9999999,47,4,0.40063742,5333,4,0,1,1,2
53654,0,0.042188339,51,0,0.298449924,12450,8,0,2,0,0
53668,0,0.414149916,69,1,2.011785247,2290,10,0,2,0,0
53683,0,0.9999999,89,0,61106.5,1,2,0,0,0,0
53709,0,0.403305324,33,0,0.302261191,4333,7,0,2,0,2
53722,0,0.9999999,51,0,0.232451573,4800,3,0,1,0,2
53726,0,0.010998021,77,0,0.348826715,2215,9,0,1,0,0
53741,0,0.043464486,44,0,0.555222253,11000,11,0,3,0,2
53763,0,0.396575708,62,0,1.601418897,3100,16,0,1,0,0
53768,0,0.214313532,48,3,0.453636591,4000,20,0,1,0,0
53776,0,0.025062187,48,0,0.405711389,5917,12,0,2,0,3
53790,0,0,42,1,0.004165972,6000,2,0,0,0,1
53797,1,0.966790514,53,2,0.873360363,4192,14,0,1,0,1
53802,0,0.931635177,48,0,0.405381562,6800,8,0,1,0,1
53804,1,0.909967333,53,1,0.623126944,3536,6,2,1,2,2
53814,0,0.316706906,50,0,0.46652144,8721,9,0,2,0,1
53817,0,0.002644386,62,0,0.023175542,6083,6,0,0,0,1
53821,0,0.86203845,57,0,0.682923921,8385,18,0,1,0,0
53826,0,0.06472855,87,0,0.012995668,3000,2,0,0,0,0
53836,1,0.9999999,31,1,0.076015272,2880,4,1,0,1,0
53853,0,0.147382684,34,0,0.324014071,5400,15,0,1,0,0
53878,0,0.316675892,45,0,2.670206121,1600,22,0,1,0,0
53921,0,0.542972851,56,1,0.476328833,5850,8,0,5,0,0
53936,1,0.789779363,75,0,0.50780762,1600,16,0,0,0,0
53982,0,0.527009721,51,0,0.720697724,4700,15,0,2,0,0
53985,0,0.869216031,49,0,0.271004648,5593,8,1,0,1,4
53995,0,0.159142609,56,1,0.590428972,13916,14,0,7,0,0
54022,0,0.094930818,76,0,0.155781326,6200,10,0,2,0,0
54025,0,0.188985463,64,0,0.789321068,10000,6,0,2,0,0
54035,0,0.518648135,50,0,0.837151187,2400,6,0,1,0,0
54052,0,0.004238679,80,0,0.002295552,3484,8,0,0,0,0
54059,0,0.092841048,44,0,0.15685621,15000,9,0,1,0,2
54111,0,0.240358061,30,0,0.127238156,6310,6,0,0,0,2
54116,0,0.052349491,60,0,0.637684556,12800,54,0,2,0,2
54132,0,0.772668336,50,0,1.520905172,4639,22,0,2,0,2
54159,0,0.168494735,32,1,0.344899231,9625,7,0,2,0,1
